中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,585 Mbps,74956 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,110 ms,401 Mbps,51404 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,44 ms,7 Mbps,900 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,95 ms,373 Mbps,47820 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,241 Mbps,30924 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,66 ms,412 Mbps,52736 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,300 Mbps,38400 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,223 Mbps,28569 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,99 ms,236 Mbps,30208 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,103 ms,247 Mbps,31641 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,364 Mbps,46694 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,80 Mbps,10342 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,240 Mbps,30822 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,71 ms,13 Mbps,1726 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,44 Mbps,5667 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,107 Mbps,13721 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,97 ms,88 Mbps,11366 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,253 Mbps,32460 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,20 Mbps,2663 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,3 Mbps,427 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,24 ms,78 Mbps,10035 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,119 ms,51 Mbps,6546 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,86 ms,372 Mbps,47718 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,296 Mbps,37990 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,3 ms,30 Mbps,3911 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,95 ms,2 Mbps,350 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,82 ms,288 Mbps,36966 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,87 ms,409 Mbps,52428 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,102 ms,460 Mbps,58880 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,94 ms,263 Mbps,33689 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,98 ms,40 Mbps,5142 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,83 ms,38 Mbps,4945 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,262 Mbps,33587 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,77 ms,397 Mbps,50892 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,208 ms,103 Mbps,13209 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,204 ms,80 Mbps,10240 kB/s
143.47.234.226,443,2a0b:21c0:100a:1b2:0:7071:fdc1:6225,DE,Frankfurt,隧道,110 ms,240 Mbps,30822 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,82 ms,20 Mbps,2569 kB/s
141.144.197.160,443,2606:f240:f00:dd8d:0:9974:4ed5:903b,US,Frankfurt,隧道,112 ms,249 Mbps,31948 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,73 ms,300 Mbps,38400 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,102 ms,228 Mbps,29286 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,101 ms,26 Mbps,3453 kB/s
144.22.252.124,443,144.22.252.124,BR,S
