中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,74 ms,360 Mbps,46182 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,700 Mbps,89702 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,592 Mbps,75878 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,12 ms,73 Mbps,9448 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,14 ms,34 Mbps,4471 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,74 ms,238 Mbps,30515 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,5 ms,77 Mbps,9957 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,45 Mbps,5884 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,508 Mbps,65024 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,160 Mbps,20582 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,358 Mbps,45875 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,90 ms,25 Mbps,3252 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,79 ms,330 Mbps,42291 kB/s
130.61.23.77,443,130.61.23.77,136 Mbps,17408 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,253 Mbps,32460 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,264 Mbps,33792 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,285 Mbps,36556 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,96 ms,267 Mbps,34201 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,154 ms,220 Mbps,28262 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,96 ms,320 Mbps,40960 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,239 Mbps,30617 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,232 Mbps,29798 kB/s
