中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,17 ms,1032 Mbps,132096 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,7 ms,28 Mbps,3670 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,10 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,378 Mbps,48435 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,248 Mbps,31744 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,14 ms,1672 Mbps,214016 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,114 Mbps,14643 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,229 Mbps,29388 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,688 Mbps,88166 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,74 ms,324 Mbps,41472 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,250 Mbps,32051 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,72 ms,356 Mbps,45568 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,48 Mbps,6173 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,41 Mbps,5375 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,92 ms,331 Mbps,42393 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,245 Mbps,31436 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,45 Mbps,5800 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,46 Mbps,6006 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,288 Mbps,36864 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,72 ms,293 Mbps,37580 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,261 Mbps,33484 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,17 Mbps,2272 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,94 ms,323 Mbps,41369 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,42 Mbps,5427 kB/s
152.70.52.84,443,2a0b:21c0:1007:ca:0:6f39:7631:b85,DE,Frankfurt,隧道,93 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,202 Mbps,25907 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,157 ms,39 Mbps,5056 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,112 Mbps,14438 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,188 ms,2 Mbps,321 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,6 Mbps,838 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,22 Mbps,2891 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,183 ms,23 Mbps,2992 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,76 Mbps,9744 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,161 ms,160 Mbps,20582 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,245 ms,78 Mbps,10035 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,36 Mbps,4662 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,221 ms,38 Mbps,4952 kB/s
130.162.144.191,443,2a09:bac1:3f60::299:1b,KR,Seoul,隧道,212 ms,35 Mbps,4596 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,240 ms,2 Mbps,320 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,253 ms,24 Mbps,3094 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,237 ms,4 Mbps,571 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Los Angeles,隧道,224 ms,57 Mbps,7392 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,203 ms,30 Mbps,3862 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,329 ms,0 Mbps,17 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,219 ms,3 Mbps,491 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,207 ms,0 Mbps,30 kB/s
