中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,650 Mbps,83251 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,240 Mbps,30720 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,213 Mbps,27340 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,64 Mbps,8233 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,50 Mbps,6424 kB/s
129.146.46.164,443,129.146.46.164,US,246 Mbps,31539 kB/s
150.230.122.76,443,150.230.122.76,GB,Manchester,中转,82 ms,265 Mbps,33996 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,17 ms,63 Mbps,8085 kB/s
141.148.241.207,443,2a0b:21c0:100a:1b5:0:3be3:27dc:b666,DE,Frankfurt,隧道,128 ms,120 Mbps,15462 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,83 ms,255 Mbps,32665 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,63 ms,364 Mbps,46694 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,190 ms,104 Mbps,13312 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,70 ms,372 Mbps,47616 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,260 Mbps,33280 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,269 Mbps,34508 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,332 Mbps,42598 kB/s
144.21.42.254,443,2a0b:21c0:1007:1c8:0:49ed:6046:600c,DE,Frankfurt,隧道,90 ms,240 Mbps,30822 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,110 ms,272 Mbps,34918 kB/s
141.148.232.187,443,2606:f240:f00:6acf:0:5d4b:a64c:2922,US,Frankfurt,隧道,90 ms,209 Mbps,26828 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,44 Mbps,5695 kB/s
