中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
155.248.196.123,443,155.248.196.123,US,Toronto,中转,16 ms,36 Mbps,4619 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,19 ms,67 Mbps,8663 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Jose,中转,0 ms,275 Mbps,35225 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,548 Mbps,70144 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,38 ms,638 Mbps,81715 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,416 Mbps,53350 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,17 ms,648 Mbps,82944 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,380 Mbps,48640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1016 Mbps,130048 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,17 ms,31 Mbps,4066 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,43 ms,612 Mbps,78438 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,56 ms,388 Mbps,49766 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,300 Mbps,38400 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,25 ms,579 Mbps,74137 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,47 ms,578 Mbps,74035 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,139 ms,140 Mbps,18022 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,28 ms,482 Mbps,61747 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,50 Mbps,6450 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,61 ms,52 Mbps,6711 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,220 Mbps,28160 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,62 ms,499 Mbps,63897 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,149 ms,41 Mbps,5354 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,89 ms,30 Mbps,3915 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,182 ms,124 Mbps,15974 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,152 ms,43 Mbps,5616 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,141 Mbps,18124 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,144 ms,46 Mbps,5922 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,154 ms,162 Mbps,20787 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,153 ms,41 Mbps,5269 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,153 ms,23 Mbps,2987 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,175 ms,42 Mbps,5449 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,169 ms,42 Mbps,5488 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,165 ms,145 Mbps,18636 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,136 ms,45 Mbps,5830 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,168 ms,105 Mbps,13516 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:7d,KR,Seoul,隧道,157 ms,39 Mbps,5068 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,116 Mbps,14950 kB/s
130.162.231.200,443,2a0b:21c0:100a:1b6:0:7cb2:3b15:3a5,DE,Frankfurt,隧道,157 ms,112 Mbps,14438 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,145 ms,40 Mbps,5198 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,40 Mbps,5200 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,166 ms,13 Mbps,1702 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,172 ms,136 Mbps,17510 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,171 ms,196 Mbps,25190 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,186 Mbps,23859 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,147 ms,44 Mbps,5638 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,113 ms,165 Mbps,21196 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,160 ms,128 Mbps,16486 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,152 ms,94 Mbps,12083 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,179 ms,152 Mbps,19456 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,3 Mbps,421 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,139 ms,136 Mbps,17408 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,174 ms,4 Mbps,512 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,147 ms,46 Mbps,5895 kB/s
8.212.48.236,443,47.76.21.103,HK,Hong Kong,隧道,191 ms,127 Mbps,16281 kB/s
144.24.79.237,443,2602:ffe4:407:20d9:0:82f1:8524:ea7,SG,Singapore,隧道,229 ms,77 Mbps,9977 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,153 ms,43 Mbps,5551 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,141 ms,42 Mbps,5402 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,230 ms,31 Mbps,4070 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,175 ms,2 Mbps,276 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,0 Mbps,39 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,236 ms,67 Mbps,8634 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,27 Mbps,3457 kB/s
168.138.149.17,443,168.138.149.17,BR,S
