中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.138.241,443,192.9.138.241,US,San Jose,中转,109 ms,438 Mbps,56115 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,699 Mbps,89497 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,49 ms,38 Mbps,4973 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,405 Mbps,51916 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,16 ms,778 Mbps,99635 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,468 Mbps,60006 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,194 Mbps,24883 kB/s
158.101.209.110,443,98.98.166.170,US,Frankfurt,隧道,108 ms,192 Mbps,24576 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,52 ms,473 Mbps,60620 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,19 ms,299 Mbps,38297 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,126 ms,91 Mbps,11673 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,354 Mbps,45363 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,52 ms,437 Mbps,56012 kB/s
158.101.203.144,443,2606:f240:f00:a683:0:165:b921:e7e0,US,Frankfurt,隧道,109 ms,165 Mbps,21196 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,53 ms,1 Mbps,214 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,58 ms,427 Mbps,54681 kB/s
130.61.23.77,443,130.61.23.77,137 Mbps,17612 kB/s
150.230.157.113,443,163.123.193.9,DE,Frankfurt,隧道,111 ms,175 Mbps,22425 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,162 ms,46 Mbps,5895 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,55 ms,22 Mbps,2939 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,388 Mbps,49664 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,36 ms,409 Mbps,52428 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,96 ms,7 Mbps,975 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,80 ms,463 Mbps,59289 kB/s
193.123.188.254,443,2a0b:21c0:1007:1ca:0:fd3c:78ac:ba8,DE,Frankfurt,隧道,114 ms,164 Mbps,20992 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,101 ms,204 Mbps,26214 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,111 ms,172 Mbps,22016 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,78 ms,464 Mbps,59494 kB/s
141.148.244.98,443,2a0b:21c0:1007:1ca:0:3d1b:f5b7:55ee,DE,Frankfurt,隧道,109 ms,177 Mbps,22732 kB/s
144.24.177.71,443,2a0b:21c0:1007:ca:0:58c1:b025:3c27,DE,Frankfurt,隧道,125 ms,175 Mbps,22425 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,172 ms,96 Mbps,12288 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,36 Mbps,4718 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,129 ms,41 Mbps,5268 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,173 Mbps,22220 kB/s
141.148.228.28,443,2a0b:21c0:1007:c8:0:9b6c:54a:7fd4,DE,Frankfurt,隧道,153 ms,173 Mbps,22220 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,180 ms,101 Mbps,13004 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,164 ms,87 Mbps,11161 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,52 ms,51 Mbps,6589 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,241 ms,38 Mbps,4900 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,166 ms,61 Mbps,7812 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,194 ms,69 Mbps,8909 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,144 Mbps,18534 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,111 ms,192 Mbps,24576 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,222 Mbps,28467 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,76 ms,460 Mbps,58880 kB/s
132.226.31.178,443,104.28.205.110,US,Los Angeles,隧道,63 ms,40 Mbps,5125 kB/s
158.101.142.100,443,158.101.142.100,JP,Tokyo,中转,236 ms,55 Mbps,7138 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,226 ms,32 Mbps,4149 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,200 Mbps,25702 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,239 ms,46 Mbps,5963 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,208 ms,2 Mbps,285 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,192 Mbps,24678 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,51 ms,460 Mbps,58982 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,191 ms,32 Mbps,4203 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,215 ms,2 Mbps,343 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,224 ms,67 Mbps,8604 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,240 ms,102 Mbps,13107 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,234 ms,26 Mbps,3440 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,248 ms,52 Mbps,6739 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,192 ms,26 Mbps,3408 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,218 ms,32 Mbps,4104 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,290 ms,29 Mbps,3753 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,191 ms,65 Mbps,8441 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,235 ms,53 Mbps,6890 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,190 ms,63 Mbps,8107 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,237 ms,54 Mbps,6919 kB/s
