中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,39 ms,614 Mbps,78643 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,20 ms,960 Mbps,122880 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,19 ms,588 Mbps,75264 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,37 ms,614 Mbps,78643 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,24 ms,749 Mbps,95948 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,18 ms,571 Mbps,73113 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,61 ms,43 Mbps,5534 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,47 ms,597 Mbps,76492 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,840 Mbps,107520 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,128 Mbps,16486 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,356 Mbps,45670 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,195 ms,6 Mbps,829 kB/s
129.146.209.97,443,129.146.209.97,US,Denver,中转,29 ms,411 Mbps,52633 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,412 Mbps,52838 kB/s
192.18.134.231,443,192.18.134.231,US,Seattle,中转,17 ms,314 Mbps,40243 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,156 ms,141 Mbps,18124 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,19 ms,99 Mbps,12697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,563 Mbps,72089 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,62 ms,483 Mbps,61849 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,145 ms,129 Mbps,16588 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,135 ms,41 Mbps,5361 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,259 Mbps,33177 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,184 Mbps,23552 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,63 ms,21 Mbps,2766 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,163 ms,5 Mbps,649 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,153 Mbps,19660 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,155 ms,13 Mbps,1782 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,111 ms,180 Mbps,23040 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,140 Mbps,18022 kB/s
130.61.23.77,443,130.61.23.77,131 Mbps,16793 kB/s
158.178.154.78,443,2a0b:21c0:100a:1b2:0:72aa:753d:748,DE,Frankfurt,隧道,148 ms,141 Mbps,18124 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,78 ms,36 Mbps,4721 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,160 Mbps,20480 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,139 ms,180 Mbps,23040 kB/s
