中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,984 Mbps,125952 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,268 Mbps,34304 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,103 ms,495 Mbps,63385 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,40 ms,692 Mbps,88576 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,376 Mbps,48230 kB/s
35.230.79.26,443,34.168.20.69,US,Seattle,隧道,54 ms,445 Mbps,57036 kB/s
35.197.23.75,443,34.168.20.69,US,Seattle,隧道,53 ms,448 Mbps,57446 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,53 ms,2 Mbps,268 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,56 ms,417 Mbps,53452 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,3 Mbps,404 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,40 Mbps,5164 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,127 ms,350 Mbps,44851 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,391 Mbps,50073 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,142 ms,23 Mbps,2980 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,94 ms,202 Mbps,25907 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,116 ms,388 Mbps,49664 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,57 ms,393 Mbps,50380 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,94 ms,44 Mbps,5731 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,107 ms,190 Mbps,24371 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,39 ms,1 Mbps,155 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,60 ms,336 Mbps,43008 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,162 Mbps,20787 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,56 ms,116 Mbps,14950 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::26b:94,US,Los Angeles,隧道,108 ms,45 Mbps,5780 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,192 Mbps,24678 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,205 Mbps,26316 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,196 Mbps,25088 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,173 ms,96 Mbps,12288 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,175 ms,2 Mbps,286 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,117 ms,49 Mbps,6339 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,99 ms,219 Mbps,28057 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,236 ms,108 Mbps,13926 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,160 ms,416 Mbps,53248 kB/s
132.145.13.197,443,98.98.156.30,AE,Frankfurt,隧道,104 ms,111 Mbps,14233 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,180 Mbps,23040 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,102 ms,124 Mbps,15872 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,111 ms,26 Mbps,3376 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,131 Mbps,16793 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,147 ms,27 Mbps,3573 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,173 ms,39 Mbps,5067 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,101 ms,108 Mbps,13824 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,197 ms,32 Mbps,4105 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,194 ms,33 Mbps,4245 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,172 ms,26 Mbps,3443 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,170 ms,86 Mbps,11059 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,255 ms,74 Mbps,9574 kB/s
152.70.88.98,443,2a09:bac5:4755:1a14::299:40,KR,Seoul,隧道,200 ms,31 Mbps,4091 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,194 ms,72 Mbps,9299 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,29 Mbps,3822 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,203 ms,68 Mbps,8767 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,201 ms,40 Mbps,5204 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,210 ms,2 Mbps,285 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,223 ms,55 Mbps,7086 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,34 Mbps,4406 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,230 ms,52 Mbps,6777 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,207 ms,7 Mbps,937 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,214 ms,1 Mbps,150 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,239 ms,32 Mbps,4220 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,213 ms,75 Mbps,9715 kB/s
152.70.39.86,443,152.70.39.86,KR,Seoul,中转,203 ms,76 Mbps,9785 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,26 ms,716 Mbps,91648 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,168 ms,20 Mbps,2609 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,64 ms,362 Mbps,46387 kB/s
204.110.220.3,443,204.110.220.175,US,,隧道,57 ms,296 Mbps,37888 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,45 ms,754 Mbps,96563 kB/s
54.203.85.46,443,204.110.220.133,US,,隧道,88 ms,336 Mbps,43110 kB/s
141.145.199.188,443,141.145.199.188,238 Mbps,30515 kB/s
141.145.199.188,,,隧道,0 ms,null Mbps,null kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,196 ms,200 Mbps,25600 kB/s
193.123.81.105,443,193.123.81.105,AE,Milan,中转,216 ms,45 Mbps,5845 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,68 ms,117 Mbps,15052 kB/s
18.192.93.64,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,105 ms,190 Mbps,24371 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,28 ms,293 Mbps,37580 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,105 ms,194 Mbps,24883 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,42 ms,920 Mbps,117760 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,104 ms,216 Mbps,27648 kB/s
103.137.63.3,443,61.224.73.209,TW,,隧道,204 ms,106 Mbps,13619 kB/s
144.24.243.207,443,144.24.243.207,CH,,中转,111 ms,80 Mbps,10240 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,494 ms,65 Mbps,8353 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,105 ms,56 Mbps,7290 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,250 ms,67 Mbps,8610 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,504 ms,55 Mbps,7096 kB/s
3.127.55.133,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,107 ms,212 Mbps,27136 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,66 Mbps,8563 kB/s
18.185.254.189,443,3.68.128.205,DE,,隧道,106 ms,182 Mbps,23347 kB/s
18.156.209.101,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,105 ms,182 Mbps,23347 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,52 ms,44 Mbps,5674 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,172 ms,36 Mbps,4629 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,171 ms,82 Mbps,10547 kB/s
144.24.165.176,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,126 ms,63 Mbps,8085 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,197 ms,70 Mbps,9032 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,111 ms,34 Mbps,4411 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,163 ms,173 Mbps,22220 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,123 ms,188 Mbps,24064 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,214 ms,73 Mbps,9456 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,195 ms,40 Mbps,5150 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,216 ms,7 Mbps,958 kB/s
158.101.71.60,443,2603:c021:8003:daee:5055:b055:15ac:95a8,JP,Tokyo,隧道,299 ms,63 Mbps,8184 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,195 ms,78 Mbps,10035 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,172 ms,36 Mbps,4691 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,203 ms,39 Mbps,5092 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,286 ms,37 Mbps,4739 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,195 ms,72 Mbps,9293 kB/s
146.56.41.148,443,146.56.41.148,KR,Seoul,中转,194 ms,32 Mbps,4136 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,155 ms,16 Mbps,2161 kB/s
103.137.63.2,443,61.224.84.251,TW,,隧道,171 ms,57 Mbps,7342 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,169 ms,78 Mbps,10035 kB/s
193.123.69.77,443,193.123.69.77,AE,,中转,215 ms,42 Mbps,5488 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,210 ms,0 Mbps,9 kB/s
35.183.163.195,443,99.79.193.174,CA,,隧道,21 ms,755 Mbps,96665 kB/s
18.159.105.97,443,3.68.128.205,DE,,隧道,104 ms,208 Mbps,26726 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,201 ms,1 Mbps,159 kB/s
