中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,6 ms,572 Mbps,73216 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,681 Mbps,87244 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,46 Mbps,5920 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,93 ms,422 Mbps,54067 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,6 Mbps,782 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,76 ms,374 Mbps,47923 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,344 Mbps,44134 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,278 Mbps,35635 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,230 Mbps,29491 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,76 ms,359 Mbps,45977 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,11 ms,46 Mbps,5935 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,49 Mbps,6297 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,235 Mbps,30105 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,240 Mbps,30720 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,73 ms,308 Mbps,39424 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,75 ms,332 Mbps,42598 kB/s
193.123.61.156,443,2606:f240:f00:2be4:0:c475:d09f:c563,US,Frankfurt,隧道,92 ms,210 Mbps,26931 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,325 Mbps,41676 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,358 Mbps,45875 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,95 ms,44 Mbps,5673 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,91 ms,44 Mbps,5642 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,210 Mbps,26931 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,98 ms,285 Mbps,36556 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,43 Mbps,5569 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,289 Mbps,37068 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,48 Mbps,6270 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,47 Mbps,6125 kB/s
132.226.134.15,443,2a0b:21c0:100a:1b4:0:465:514c:738,DE,Frankfurt,隧道,119 ms,216 Mbps,27648 kB/s
143.47.190.37,443,2a0b:21c0:100a:1b7:0:3b58:2020:d9d2,DE,Frankfurt,隧道,98 ms,252 Mbps,32256 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,49 Mbps,6381 kB/s
