中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,383 Mbps,49049 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,9 ms,440 Mbps,56422 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,1088 Mbps,139264 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,63 ms,416 Mbps,53248 kB/s
129.146.46.164,443,129.146.46.164,239 Mbps,30617 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,65 ms,515 Mbps,65945 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,428 Mbps,54886 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,22 ms,727 Mbps,93081 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,538 Mbps,68915 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,22 ms,78 Mbps,10035 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,59 ms,48 Mbps,6261 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,66 ms,571 Mbps,73113 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,40 ms,36 Mbps,4654 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,57 ms,485 Mbps,62156 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,60 ms,479 Mbps,61337 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,54 ms,105 Mbps,13516 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,49 ms,296 Mbps,37990 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,29 ms,31 Mbps,4008 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,128 ms,176 Mbps,22630 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,216 Mbps,27648 kB/s
130.61.23.77,443,130.61.23.77,155 Mbps,19865 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,57 ms,47 Mbps,6052 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,208 Mbps,26624 kB/s
144.24.182.205,443,2a0b:21c0:1007:1cb:0:727e:cb52:e3,DE,Frankfurt,隧道,110 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,172 Mbps,22016 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,45 Mbps,5816 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,54 Mbps,7031 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,119 ms,44 Mbps,5713 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,65 ms,362 Mbps,46387 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,77 ms,469 Mbps,60108 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,112 ms,50 Mbps,6416 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,212 ms,2 Mbps,291 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,259 Mbps,33177 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,121 ms,221 Mbps,28364 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,70 ms,39 Mbps,5012 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,112 ms,268 Mbps,34304 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,50 Mbps,6438 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,125 ms,24 Mbps,3131 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,45 Mbps,5870 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,123 Mbps,15769 kB/s
168.138.149.17,443,168.138.149.17,BR,S
