中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.130.65,443,192.18.130.65,US,San Jose,中转,3 ms,840 Mbps,107520 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,2176 Mbps,278528 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,25 ms,700 Mbps,89702 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,36 ms,329 Mbps,42188 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,26 ms,928 Mbps,118784 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,9 ms,542 Mbps,69427 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,28 ms,944 Mbps,120832 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,84 ms,229 Mbps,29388 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,23 ms,95 Mbps,12185 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,649 Mbps,83148 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,21 ms,936 Mbps,119808 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,2 ms,848 Mbps,108544 kB/s
3.144.191.4,443,3.144.191.4,US,Ashburn,中转,78 ms,403 Mbps,51609 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,21 ms,44 Mbps,5747 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,66 ms,364 Mbps,46592 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,70 ms,51 Mbps,6655 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,232 Mbps,29696 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,67 ms,44 Mbps,5683 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,324 Mbps,41472 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,183 ms,107 Mbps,13721 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,178 ms,124 Mbps,15872 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,136 Mbps,17408 kB/s
