中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,82 ms,40 Mbps,5214 kB/s
132.226.212.22,443,2a0b:21c0:100a:1b7:0:5b55:2340:5ee7,DE,Frankfurt,隧道,99 ms,117 Mbps,15052 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,103 ms,153 Mbps,19660 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,68 ms,380 Mbps,48640 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,61 ms,77 Mbps,9950 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,34 ms,544 Mbps,69632 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,211 Mbps,27033 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,4 ms,6 Mbps,851 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,86 ms,45 Mbps,5858 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,292 Mbps,37376 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,46 Mbps,6005 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,13 ms,65 Mbps,8431 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,89 ms,229 Mbps,29388 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,224 Mbps,28774 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,132 ms,274 Mbps,35123 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,92 ms,273 Mbps,35020 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,376 Mbps,48128 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,88 ms,371 Mbps,47513 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,81 ms,404 Mbps,51814 kB/s
141.148.239.240,443,98.98.166.170,US,Frankfurt,隧道,94 ms,136 Mbps,17510 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,119 Mbps,15257 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,31 ms,740 Mbps,94720 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,87 ms,47 Mbps,6125 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,46 Mbps,5918 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,13 ms,9 Mbps,1230 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,91 ms,41 Mbps,5273 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,735 Mbps,94105 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,101 ms,46 Mbps,5990 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,68 Mbps,8796 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,264 Mbps,33894 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,129 ms,116 Mbps,14848 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,236 Mbps,30310 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,236 ms,58 Mbps,7522 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,103 Mbps,13209 kB/s
132.145.124.173,443,132.145.124.173,JP,Tokyo,中转,269 ms,33 Mbps,4326 kB/s
144.21.43.44,443,2a0b:21c0:100a:1b6:0:a493:7a1b:2680,DE,Frankfurt,隧道,88 ms,219 Mbps,28057 kB/s
130.162.222.122,443,2a0b:21c0:1007:1c7:0:b7b7:4d3d:5663,DE,Frankfurt,隧道,129 ms,230 Mbps,29491 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,101 ms,46 Mbps,5953 kB/s
8.222.168.161,443,8.219.96.61,SG,Singapore,隧道,241 ms,46 Mbps,5944 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,100 ms,371 Mbps,47513 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,126 ms,42 Mbps,5411 kB/s
144.22.252.124,443,144.22.252.124,BR,S
