中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,296 Mbps,37990 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,42 ms,50 Mbps,6406 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,512 Mbps,65638 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,95 ms,220 Mbps,28160 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,633 Mbps,81100 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,39 Mbps,5071 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,15 ms,76 Mbps,9783 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,94 ms,253 Mbps,32460 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,72 ms,233 Mbps,29900 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,38 ms,0 Mbps,107 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,242 Mbps,31027 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,82 ms,363 Mbps,46489 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,5 ms,33 Mbps,4314 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,23 ms,80 Mbps,10240 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,101 ms,232 Mbps,29696 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,218 ms,65 Mbps,8418 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,16 ms,8 Mbps,1125 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,9 Mbps,1224 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,224 Mbps,28672 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,90 ms,328 Mbps,42086 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,224 Mbps,28672 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,89 ms,44 Mbps,5657 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,84 ms,380 Mbps,48640 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,88 ms,372 Mbps,47718 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,69 ms,488 Mbps,62464 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,59 ms,9 Mbps,1242 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,64 ms,344 Mbps,44134 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,219 Mbps,28057 kB/s
141.148.227.212,443,2606:f240:f00:dd8d:0:78c4:2e45:ce96,US,Frankfurt,隧道,112 ms,245 Mbps,31436 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,76 ms,296 Mbps,37888 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,88 ms,25 Mbps,3256 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,115 ms,46 Mbps,5930 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,121 ms,46 Mbps,5921 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,78 ms,251 Mbps,32153 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,259 Mbps,33177 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,114 ms,46 Mbps,5911 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,100 ms,383 Mbps,49049 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,117 ms,279 Mbps,35737 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,115 ms,37 Mbps,4753 kB/s
144.22.252.124,443,144.22.252.124,BR,S
