中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,13 ms,840 Mbps,107520 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,323 Mbps,41369 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,47 Mbps,6082 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,12 ms,63 Mbps,8142 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,201 Mbps,25804 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,70 Mbps,9083 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,560 Mbps,71782 kB/s
184.169.181.217,443,184.169.181.217,US,Portland,中转,69 ms,397 Mbps,50892 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,264 Mbps,33792 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,75 ms,273 Mbps,35020 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,135 Mbps,17305 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,216 Mbps,27750 kB/s
129.146.46.164,443,129.146.46.164,299 Mbps,38297 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,213 Mbps,27340 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,77 ms,325 Mbps,41676 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,91 ms,49 Mbps,6353 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,743 Mbps,95129 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,83 ms,372 Mbps,47616 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,68 ms,376 Mbps,48128 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,99 ms,238 Mbps,30515 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,248 Mbps,31846 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,99 ms,40 Mbps,5217 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,91 ms,336 Mbps,43110 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,46 Mbps,5965 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,7 ms,1 Mbps,195 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,45 Mbps,5857 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,42 Mbps,5410 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,118 Mbps,15155 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,1 Mbps,134 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,210 ms,77 Mbps,9953 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,203 ms,112 Mbps,14336 kB/s
141.148.203.6,443,141.148.203.6,IN,Chennai,中转,201 ms,82 Mbps,10547 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,206 ms,88 Mbps,11366 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:13b,KR,Seoul,隧道,220 ms,35 Mbps,4601 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,243 ms,1 Mbps,135 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,225 ms,33 Mbps,4226 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,237 ms,3 Mbps,496 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,204 ms,77 Mbps,9940 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,241 ms,2 Mbps,284 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Portland,隧道,237 ms,0 Mbps,35 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,38 Mbps,4950 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,244 ms,31 Mbps,4024 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,243 ms,30 Mbps,3885 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,30 Mbps,3967 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,208 ms,0 Mbps,65 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,107 ms,136 Mbps,17408 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,240 ms,29 Mbps,3797 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,242 ms,24 Mbps,3144 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,216 ms,10 Mbps,1363 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,12 Mbps,1647 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,258 ms,0 Mbps,21 kB/s
