中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,272 Mbps,34816 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,26 ms,127 Mbps,16281 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,685 Mbps,87756 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1264 Mbps,161792 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,31 ms,451 Mbps,57753 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,681 Mbps,87244 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,5 ms,1488 Mbps,190464 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,22 ms,864 Mbps,110592 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,362 Mbps,46387 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,407 Mbps,52121 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,22 ms,1080 Mbps,138240 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,25 ms,1464 Mbps,187392 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,30 ms,11 Mbps,1430 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,22 ms,872 Mbps,111616 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::26b:90,US,Los Angeles,隧道,21 ms,60 Mbps,7736 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,317 Mbps,40652 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,22 ms,848 Mbps,108544 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,103 ms,456 Mbps,58368 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,196 Mbps,25190 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,72 ms,120 Mbps,15360 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,44 Mbps,5685 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,57 ms,264 Mbps,33894 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,149 ms,87 Mbps,11161 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,157 ms,104 Mbps,13312 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,102 Mbps,13107 kB/s
143.47.253.139,443,2a0b:21c0:1007:1cb:0:1f13:9042:7a6e,DE,Frankfurt,隧道,154 ms,108 Mbps,13926 kB/s
150.230.37.254,443,150.230.37.254,US,San Jose,中转,11 ms,350 Mbps,44851 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,151 ms,115 Mbps,14745 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,77 ms,45 Mbps,5820 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,137 ms,128 Mbps,16486 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,109 ms,156 Mbps,19968 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,18 ms,88 Mbps,11264 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,169 ms,39 Mbps,5073 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,139 Mbps,17817 kB/s
157.254.252.198,443,157.254.252.198,JP,Tokyo,中转,105 ms,170 Mbps,21811 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,142 ms,131 Mbps,16793 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,68 ms,45 Mbps,5824 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,19 ms,55 Mbps,7112 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,101 ms,58 Mbps,7549 kB/s
132.226.211.247,443,98.98.166.178,US,Frankfurt,隧道,154 ms,95 Mbps,12185 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,223 ms,106 Mbps,13619 kB/s
141.148.244.88,443,2a0b:21c0:1007:c8:0:1b80:25a2:7445,DE,Frankfurt,隧道,156 ms,105 Mbps,13516 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,79 ms,47 Mbps,6027 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,106 Mbps,13619 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,39 ms,1080 Mbps,138240 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,65 ms,1512 Mbps,193536 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,400 kB/s
130.162.243.150,443,98.98.156.26,DE,Frankfurt,隧道,154 ms,108 Mbps,13926 kB/s
146.56.41.187,443,2602:ffe4:407:21d9:0:b47b:6f3e:6ce1,SG,Singapore,隧道,189 ms,77 Mbps,9971 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,169 ms,87 Mbps,11161 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,147 ms,13 Mbps,1791 kB/s
130.162.144.191,443,2a09:bac5:4753:1482::20b:8c,KR,Seoul,隧道,152 ms,36 Mbps,4635 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,157 ms,108 Mbps,13926 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,133 ms,144 Mbps,18534 kB/s
158.101.142.100,443,2a09:bac5:4428:dc::16:22a,JP,Tokyo,隧道,166 ms,116 Mbps,14848 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,134 ms,45 Mbps,5856 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,158 ms,128 Mbps,16384 kB/s
138.2.105.213,443,138.2.105.213,SG,Singapore,中转,169 ms,120 Mbps,15360 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,159 ms,44 Mbps,5648 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,163 ms,108 Mbps,13824 kB/s
140.83.36.122,443,140.83.36.122,JP,Tokyo,中转,160 ms,104 Mbps,13414 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,107 ms,0 Mbps,122 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,245 ms,22 Mbps,2915 kB/s
141.147.161.58,443,141.147.161.58,JP,Tokyo,中转,159 ms,101 Mbps,13004 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,96 ms,19 Mbps,2503 kB/s
144.21.42.243,443,2606:f240:f00:5a42:0:74af:94ab:48d0,US,Frankfurt,隧道,161 ms,95 Mbps,12185 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,130 Mbps,16691 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,133 ms,88 Mbps,11264 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,160 ms,112 Mbps,14438 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,130 ms,143 Mbps,18329 kB/s
141.147.110.251,443,163.123.193.9,DE,Frankfurt,隧道,157 ms,110 Mbps,14131 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,130 ms,136 Mbps,17510 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,133 ms,133 Mbps,17100 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,130 ms,43 Mbps,5591 kB/s
140.83.81.109,443,140.83.81.109,JP,Osaka,中转,157 ms,39 Mbps,5004 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,161 ms,3 Mbps,469 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,130 ms,132 Mbps,16998 kB/s
141.147.101.130,443,2a0b:21c0:100a:1b1:0:bb94:849b:8a82,DE,Frankfurt,隧道,157 ms,110 Mbps,14131 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,158 ms,108 Mbps,13926 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,146 ms,40 Mbps,5219 kB/s
129.159.241.69,443,2a0b:21c0:100a:1b1:0:bc86:b736:a52e,DE,Frankfurt,隧道,155 ms,108 Mbps,13824 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,130 ms,36 Mbps,4628 kB/s
130.162.56.243,443,98.98.166.190,US,Frankfurt,隧道,159 ms,96 Mbps,12288 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,229 ms,57 Mbps,7386 kB/s
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,169 ms,39 Mbps,5109 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,74 ms,8 Mbps,1037 kB/s
141.144.193.96,443,2a0b:21c0:100a:1b5:0:64b5:718d:cdc9,DE,Frankfurt,隧道,306 ms,104 Mbps,13312 kB/s
152.70.97.78,443,152.70.97.78,JP,Tokyo,中转,247 ms,59 Mbps,7617 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,175 ms,2 Mbps,303 kB/s
144.22.252.124,443,144.22.252.124,BR,S
