中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,563 Mbps,72089 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,71 Mbps,9178 kB/s
35.197.23.75,443,35.212.254.121,US,Seattle,隧道,52 ms,532 Mbps,68096 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,1208 Mbps,154624 kB/s
35.230.79.26,443,35.212.254.121,US,Seattle,隧道,49 ms,476 Mbps,60928 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,440 Mbps,56422 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,68 Mbps,8824 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,796 Mbps,101888 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,49 ms,541 Mbps,69324 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,376 Mbps,48128 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,430 Mbps,55091 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,369 Mbps,47308 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,24 ms,1088 Mbps,139264 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,46 Mbps,5969 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,104 ms,18 Mbps,2366 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,48 Mbps,6190 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,187 Mbps,23961 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,202 Mbps,25907 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,46 Mbps,5993 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,246 Mbps,31539 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,224 Mbps,28672 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,109 ms,36 Mbps,4699 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,148 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,135 Mbps,17305 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,39 Mbps,5111 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,144 ms,168 Mbps,21606 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,39 Mbps,5002 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,160 ms,37 Mbps,4761 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,41 Mbps,5352 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,192 ms,103 Mbps,13209 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,172 ms,107 Mbps,13721 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,188 ms,44 Mbps,5654 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,9 Mbps,1243 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,187 ms,96 Mbps,12390 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,219 ms,92 Mbps,11776 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,104 ms,142 Mbps,18227 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,210 ms,38 Mbps,4962 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:86,KR,Seoul,隧道,195 ms,40 Mbps,5146 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,227 ms,2 Mbps,337 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,236 ms,28 Mbps,3639 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:78d6:e359:2d9d,SG,Singapore,隧道,230 ms,57 Mbps,7308 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,38 Mbps,4941 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,213 ms,3 Mbps,433 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,208 ms,0 Mbps,33 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,235 ms,54 Mbps,7020 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,181 ms,5 Mbps,670 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,219 ms,30 Mbps,3882 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,255 ms,0 Mbps,24 kB/s
