中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,85 ms,26 Mbps,3434 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,336 Mbps,43008 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,1 ms,497 Mbps,63692 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,46 ms,542 Mbps,69427 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,2 ms,63 Mbps,8151 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,311 Mbps,39833 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26b:1b,US,Los Angeles,隧道,88 ms,60 Mbps,7802 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,252 Mbps,32358 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,97 ms,100 Mbps,12800 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,43 ms,412 Mbps,52838 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,90 ms,244 Mbps,31334 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,16 ms,28 Mbps,3656 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,1 ms,108 Mbps,13824 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,243 Mbps,31129 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,67 ms,374 Mbps,47923 kB/s
158.101.208.175,443,2a0b:21c0:100a:1b4:0:f8d0:d155:8734,DE,Frankfurt,隧道,112 ms,236 Mbps,30310 kB/s
143.47.182.90,443,2a0b:21c0:1007:1c9:0:7a8f:a068:d47a,DE,Frankfurt,隧道,94 ms,287 Mbps,36761 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,312 Mbps,40038 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,283 Mbps,36249 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,97 ms,47 Mbps,6124 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,120 ms,166 Mbps,21299 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,111 ms,72 Mbps,9280 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,51 Mbps,6547 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,49 Mbps,6390 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,75 ms,45 Mbps,5779 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,85 ms,291 Mbps,37273 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,67 ms,305 Mbps,39116 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,74 ms,232 Mbps,29798 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,78 ms,256 Mbps,32768 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,210 ms,103 Mbps,13209 kB/s
129.146.243.241,443,129.146.243.241,US,Los Angeles,中转,78 ms,296 Mbps,37990 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,212 Mbps,27136 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,188 ms,106 Mbps,13619 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,229 Mbps,29388 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,100 ms,38 Mbps,4891 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,103 ms,296 Mbps,37888 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,42 Mbps,5476 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,46 Mbps,5964 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,50 Mbps,6423 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,234 ms,2 Mbps,324 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,94 ms,46 Mbps,5968 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,208 ms,84 Mbps,10854 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,186 ms,101 Mbps,13004 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,228 ms,3 Mbps,400 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,240 ms,11 Mbps,1524 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,213 ms,37 Mbps,4798 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,232 ms,77 Mbps,9962 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,39 Mbps,5095 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,278 ms,11 Mbps,1515 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,214 ms,35 Mbps,4538 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,215 ms,35 Mbps,4491 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,234 ms,83 Mbps,10649 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,232 ms,32 Mbps,4171 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,226 ms,39 Mbps,5070 kB/s
130.162.144.191,443,2a09:bac5:4736:1482::20b:60,KR,Seoul,隧道,209 ms,32 Mbps,4188 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,36 Mbps,4706 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,234 ms,3 Mbps,463 kB/s
129.151.148.35,443,129.151.148.35,AE,Amsterdam,中转,195 ms,30 Mbps,3884 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,251 ms,1 Mbps,246 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,223 ms,29 Mbps,3829 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,226 ms,64 Mbps,8195 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,242 ms,2 Mbps,266 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,224 ms,42 Mbps,5502 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,270 ms,57 Mbps,7320 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,231 ms,2 Mbps,290 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,305 ms,0 Mbps,11 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,84 ms,7 Mbps,920 kB/s
