中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,65 ms,290 Mbps,37171 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,588 Mbps,75264 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,1 ms,16 Mbps,2150 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,546 Mbps,69939 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,297 Mbps,38092 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,275 Mbps,35225 kB/s
129.146.46.164,443,129.146.46.164,,,中转,0 ms,246 Mbps,31539 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,90 ms,124 Mbps,15872 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,326 Mbps,41779 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,64 ms,296 Mbps,37888 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,276 Mbps,35328 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,235 Mbps,30105 kB/s
130.61.23.77,443,130.61.23.77,170 Mbps,21811 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,34 ms,832 Mbps,106496 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,152 Mbps,19456 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,33 ms,344 Mbps,44032 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,77 ms,244 Mbps,31232 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,72 ms,294 Mbps,37683 kB/s
130.61.11.98,443,2a0b:21c0:100a:1b7:0:dc10:571a:55da,DE,Frankfurt,隧道,91 ms,247 Mbps,31641 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,81 ms,248 Mbps,31846 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,245 Mbps,31436 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,65 ms,47 Mbps,6125 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,238 Mbps,30515 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,72 ms,112 Mbps,14438 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,94 ms,222 Mbps,28467 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,67 ms,344 Mbps,44032 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,86 ms,43 Mbps,5625 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,227 Mbps,29081 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,227 Mbps,29081 kB/s
193.123.59.222,443,2a0b:21c0:1007:ca:0:67e2:dc0:130,DE,Frankfurt,隧道,93 ms,228 Mbps,29286 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,249 Mbps,31948 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,47 Mbps,6094 kB/s
132.226.31.178,443,2a09:bac5:60e9:1846::26b:8f,US,Los Angeles,隧道,85 ms,45 Mbps,5882 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,46 Mbps,6015 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,225 ms,70 Mbps,9056 kB/s
129.146.254.39,443,129.146.254.39,US,Los Angeles,中转,66 ms,42 Mbps,5421 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,226 Mbps,28979 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,181 ms,46 Mbps,5948 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,94 ms,94 Mbps,12083 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,99 Mbps,12697 kB/s
140.238.23.148,443,2a09:bac5:4750:1a14::299:4f,KR,Seoul,隧道,187 ms,30 Mbps,3934 kB/s
150.230.238.226,443,150.230.238.226,IN,Mumbai,中转,183 ms,91 Mbps,11673 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,83 ms,280 Mbps,35840 kB/s
140.238.18.74,443,140.238.18.74,KR,Seoul,中转,187 ms,13 Mbps,1711 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,74 ms,46 Mbps,5978 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,60 ms,45 Mbps,5818 kB/s
129.159.130.38,443,129.159.130.38,IL,Milan,中转,131 ms,42 Mbps,5482 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,190 ms,86 Mbps,11059 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,191 ms,9 Mbps,1239 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,214 ms,67 Mbps,8634 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,106 ms,37 Mbps,4811 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,101 ms,305 Mbps,39116 kB/s
146.56.153.6,443,146.56.153.6,KR,Seoul,中转,191 ms,36 Mbps,4732 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,38 Mbps,4932 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,67 ms,320 Mbps,40960 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,221 ms,0 Mbps,41 kB/s
146.56.41.215,443,146.56.41.215,KR,Seoul,中转,190 ms,75 Mbps,9696 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,154 ms,155 Mbps,19865 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,32 Mbps,4196 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,182 ms,35 Mbps,4576 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,187 ms,74 Mbps,9481 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,212 ms,0 Mbps,89 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,178 ms,31 Mbps,4001 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,204 ms,37 Mbps,4845 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,157 ms,37 Mbps,4771 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,275 kB/s
