中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,40 ms,546 Mbps,69939 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,55 ms,536 Mbps,68608 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:d3,US,Los Angeles,隧道,17 ms,87 Mbps,11161 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,193 Mbps,24780 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,39 ms,588 Mbps,75264 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,72 ms,396 Mbps,50790 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,30 ms,1128 Mbps,144384 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,832 Mbps,106496 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,46 ms,238 Mbps,30515 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,122 ms,379 Mbps,48537 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,120 Mbps,15360 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,54 ms,59 Mbps,7668 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,136 ms,46 Mbps,5999 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,540 Mbps,69222 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,29 ms,800 Mbps,102400 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,45 ms,508 Mbps,65126 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,128 Mbps,16486 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,160 Mbps,20480 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,57 ms,496 Mbps,63590 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,153 ms,117 Mbps,15052 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,60 ms,48 Mbps,6159 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,74 ms,47 Mbps,6138 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,154 ms,136 Mbps,17510 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,138 ms,125 Mbps,16076 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,149 Mbps,19148 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,154 ms,36 Mbps,4716 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,189 ms,32 Mbps,4194 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:82,KR,Seoul,隧道,183 ms,38 Mbps,4871 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,167 ms,36 Mbps,4621 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,162 ms,38 Mbps,4906 kB/s
158.101.221.74,443,2a0b:21c0:1007:cb:0:159:cab9:c639,DE,Frankfurt,隧道,167 ms,137 Mbps,17612 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,161 ms,144 Mbps,18534 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,174 ms,0 Mbps,19 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,170 ms,43 Mbps,5552 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,146 ms,185 Mbps,23756 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,173 ms,46 Mbps,5962 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,202 ms,3 Mbps,408 kB/s
193.123.61.156,443,2a0b:21c0:100a:1b7:0:4587:2b05:2302,DE,Frankfurt,隧道,203 ms,132 Mbps,16896 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,168 ms,44 Mbps,5664 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,159 ms,130 Mbps,16691 kB/s
168.138.149.17,443,168.138.149.17,BR,S
