中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,677 Mbps,86732 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,824 Mbps,105472 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,288 Mbps,36864 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,28 ms,662 Mbps,84787 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,6 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,Portland,中转,2 ms,1368 Mbps,175104 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,299 Mbps,38297 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,472 Mbps,60518 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,79 ms,35 Mbps,4483 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,40 ms,304 Mbps,39014 kB/s
129.80.237.223,443,129.80.237.223,US,Newark,中转,68 ms,386 Mbps,49459 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,151 ms,39 Mbps,5057 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,72 ms,46 Mbps,5925 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,207 Mbps,26521 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,180 Mbps,23142 kB/s
15.188.90.171,443,2a05:d012:ddc:4d00:9b41:ec06:14ca:3db5,FR,Paris,隧道,158 ms,100 Mbps,12800 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,178 ms,3 Mbps,443 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,127 Mbps,16281 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,156 ms,183 Mbps,23449 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,109 ms,0 Mbps,38 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,155 Mbps,19865 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,128 Mbps,16384 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,128 Mbps,16486 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,145 ms,138 Mbps,17715 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,158 ms,40 Mbps,5166 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,149 ms,1 Mbps,186 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,145 ms,44 Mbps,5701 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,152 ms,43 Mbps,5566 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,183 ms,11 Mbps,1443 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,160 ms,40 Mbps,5169 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,149 ms,150 Mbps,19251 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:11b,KR,Seoul,隧道,142 ms,36 Mbps,4735 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,168 ms,135 Mbps,17305 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,159 ms,39 Mbps,5029 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,40 Mbps,5169 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,186 ms,31 Mbps,4006 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,142 ms,1 Mbps,191 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,137 ms,135 Mbps,17305 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,40 Mbps,5207 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,186 ms,38 Mbps,4921 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,152 ms,118 Mbps,15155 kB/s
146.56.171.110,443,107.151.176.66,US,Los Angeles,隧道,168 ms,112 Mbps,14438 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,155 ms,40 Mbps,5213 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,158 ms,15 Mbps,1950 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,167 ms,0 Mbps,58 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,220 ms,82 Mbps,10547 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,43 Mbps,5506 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,159 ms,44 Mbps,5637 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,240 ms,26 Mbps,3330 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,26 Mbps,3438 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,192 ms,0 Mbps,43 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,156 ms,2 Mbps,341 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,270 ms,19 Mbps,2504 kB/s
