中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,18 Mbps,2324 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,100 ms,216 Mbps,27750 kB/s
141.144.239.7,443,2a0b:21c0:100a:1b6:0:6ac4:dc48:1f77,DE,Frankfurt,隧道,88 ms,127 Mbps,16281 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,51 ms,576 Mbps,73728 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,7 Mbps,928 kB/s
35.230.79.26,443,34.168.0.3,US,Seattle,隧道,73 ms,366 Mbps,46899 kB/s
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,80 ms,281 Mbps,36044 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,225 Mbps,28876 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,485 Mbps,62156 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,489 Mbps,62668 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,76 ms,308 Mbps,39424 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,76 ms,46 Mbps,5934 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,49 Mbps,6331 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,73 ms,32 Mbps,4120 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,376 Mbps,48128 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,92 ms,360 Mbps,46080 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,87 ms,7 Mbps,1013 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,87 ms,256 Mbps,32768 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,269 Mbps,34508 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,88 ms,231 Mbps,29593 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,104 ms,42 Mbps,5425 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,105 ms,247 Mbps,31641 kB/s
193.123.191.88,443,2a0b:21c0:1007:ca:0:7387:4bb4:3d11,DE,Frankfurt,隧道,96 ms,140 Mbps,18022 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,131 ms,46 Mbps,6006 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,82 ms,319 Mbps,40857 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,116 ms,224 Mbps,28672 kB/s
144.22.252.124,443,144.22.252.124,BR,S
