中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,400 Mbps,51200 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,42 Mbps,5411 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,505 Mbps,64716 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,389 Mbps,49868 kB/s
35.197.23.75,443,35.203.190.52,US,Seattle,隧道,48 ms,457 Mbps,58572 kB/s
47.88.93.96,443,47.251.149.50,US,San Jose,隧道,52 ms,3 Mbps,408 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,840 Mbps,107520 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,397 Mbps,50892 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,413 Mbps,52940 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:b1,US,Los Angeles,隧道,51 ms,79 Mbps,10137 kB/s
129.146.46.164,443,129.146.46.164,US,298 Mbps,38195 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,182 Mbps,23347 kB/s
141.144.237.206,443,2a0b:21c0:100a:1f9:0:2c55:352b:c512,DE,Frankfurt,隧道,107 ms,100 Mbps,12800 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,305 Mbps,39116 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,356 Mbps,45670 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,182 ms,49 Mbps,6278 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,116 ms,35 Mbps,4482 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,448 Mbps,57344 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,171 Mbps,21913 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,388 Mbps,49664 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,40 Mbps,5177 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,113 ms,57 Mbps,7335 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,51 ms,200 Mbps,25702 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,158 Mbps,20275 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,171 ms,81 Mbps,10444 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,48 ms,528 Mbps,67686 kB/s
35.230.79.26,443,35.203.190.52,US,Seattle,隧道,54 ms,421 Mbps,53964 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,100 ms,404 Mbps,51814 kB/s
192.18.140.39,443,192.18.140.39,US,San Jose,中转,52 ms,48 Mbps,6214 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,109 ms,196 Mbps,25088 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,212 Mbps,27136 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,26 Mbps,3377 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,54 ms,292 Mbps,37478 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,172 ms,149 Mbps,19148 kB/s
141.147.107.174,443,2606:f240:f00:dd8d:0:ea36:d275:254e,US,Frankfurt,隧道,117 ms,112 Mbps,14336 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,123 ms,43 Mbps,5509 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,50 ms,50 Mbps,6510 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,198 ms,62 Mbps,7939 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,172 Mbps,22118 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,30 Mbps,3849 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,107 ms,85 Mbps,10956 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,99 ms,388 Mbps,49766 kB/s
143.47.255.172,443,2a0b:21c0:100a:1b6:0:c54a:dc30:34e7,DE,Frankfurt,隧道,116 ms,93 Mbps,11980 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,110 ms,159 Mbps,20377 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,53 ms,1 Mbps,197 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,140 Mbps,17920 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,103 ms,200 Mbps,25702 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,204 ms,36 Mbps,4642 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,217 ms,0 Mbps,56 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,105 ms,191 Mbps,24473 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,249 ms,85 Mbps,10956 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,80 ms,38 Mbps,4955 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,106 ms,97 Mbps,12492 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,303 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,221 ms,63 Mbps,8169 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,185 ms,92 Mbps,11776 kB/s
8.209.250.150,443,47.251.149.49,US,San Jose,隧道,147 ms,2 Mbps,276 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,193 ms,54 Mbps,7014 kB/s
155.248.184.2,443,155.248.184.2,JP,Tokyo,中转,214 ms,34 Mbps,4364 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,233 ms,67 Mbps,8596 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,189 ms,84 Mbps,10854 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,142 ms,35 Mbps,4507 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,169 ms,65 Mbps,8434 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,201 ms,77 Mbps,9887 kB/s
140.238.23.148,443,2a09:bac1:3f20:90::299:40,KR,Seoul,隧道,201 ms,36 Mbps,4692 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,150 ms,116 Mbps,14848 kB/s
8.208.115.133,443,47.251.149.54,US,San Jose,隧道,98 ms,2 Mbps,324 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,188 ms,0 Mbps,49 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,220 ms,70 Mbps,8967 kB/s
8.216.88.20,443,47.251.149.52,US,San Jose,隧道,145 ms,2 Mbps,322 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,168 ms,96 Mbps,12288 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,220 ms,64 Mbps,8289 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,192 ms,34 Mbps,4422 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,213 ms,32 Mbps,4191 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,35 Mbps,4517 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,226 ms,30 Mbps,3944 kB/s
152.69.162.101,443,152.69.162.101,AU,Sydney,中转,189 ms,68 Mbps,8742 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,403 ms,34 Mbps,4444 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,58 Mbps,7453 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,211 ms,41 Mbps,5289 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,201 ms,1 Mbps,138 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,100 ms,197 Mbps,25292 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,112 ms,400 Mbps,51200 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,118 ms,22 Mbps,2928 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::1bd:9a,US,Los Angeles,隧道,133 ms,40 Mbps,5211 kB/s
141.144.248.89,443,2606:f240:f00:2be4:0:7c4b:5eba:d9a9,US,Frankfurt,隧道,107 ms,183 Mbps,23449 kB/s
152.70.62.105,443,2a0b:21c0:1007:ca:0:ee65:2e8:6165,DE,Frankfurt,隧道,205 ms,187 Mbps,23961 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,219 ms,5 Mbps,707 kB/s
141.147.99.16,443,2a0b:21c0:100a:1b4:0:c59f:5726:3c41,DE,Frankfurt,隧道,138 ms,92 Mbps,11776 kB/s
141.147.65.156,443,2a0b:21c0:1007:c8:0:4c4f:c0a4:5ff7,DE,Frankfurt,隧道,119 ms,127 Mbps,16281 kB/s
152.67.44.30,443,152.67.44.30,BR,S
