中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,66 ms,328 Mbps,41984 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,66 Mbps,8537 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,84 ms,382 Mbps,48947 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,6005 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,150 Mbps,19251 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:fd,US,Los Angeles,隧道,82 ms,84 Mbps,10854 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,570 Mbps,73011 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,9 ms,55 Mbps,7153 kB/s
158.178.147.110,443,2a0b:21c0:100a:1b1:0:d444:be53:d16b,DE,Frankfurt,隧道,96 ms,241 Mbps,30924 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,239 Mbps,30617 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,258 Mbps,33075 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,600 Mbps,76902 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,75 ms,360 Mbps,46080 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,104 ms,331 Mbps,42393 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,91 ms,45 Mbps,5813 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,798 Mbps,102195 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,82 ms,265 Mbps,33996 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,276 Mbps,35430 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,128 Mbps,16384 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,72 ms,297 Mbps,38092 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,277 Mbps,35532 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,73 ms,46 Mbps,6007 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,26 Mbps,3431 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,73 ms,357 Mbps,45772 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,276 Mbps,35328 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Denver,隧道,105 ms,42 Mbps,5448 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,94 ms,41 Mbps,5317 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b3:0:1f11:246a:ae0d,DE,Frankfurt,隧道,95 ms,218 Mbps,27955 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,122 ms,41 Mbps,5302 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,99 ms,73 Mbps,9352 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,44 Mbps,5725 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,112 ms,231 Mbps,29593 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,43 Mbps,5559 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,96 ms,45 Mbps,5803 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,95 Mbps,12185 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,206 Mbps,26419 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,195 ms,118 Mbps,15155 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,69 ms,311 Mbps,39833 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,115 ms,169 Mbps,21708 kB/s
158.101.215.22,443,2606:f240:f00:dd8d:0:6bab:1783:165a,US,Frankfurt,隧道,95 ms,255 Mbps,32665 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,49 Mbps,6336 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,190 ms,88 Mbps,11264 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,265 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,1 ms,4 Mbps,605 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,194 ms,70 Mbps,8980 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,224 ms,0 Mbps,65 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,229 ms,76 Mbps,9736 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,32 Mbps,4214 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,194 ms,75 Mbps,9632 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,34 Mbps,4438 kB/s
130.162.144.191,443,2a09:bac1:3f40::299:48,KR,Seoul,隧道,210 ms,32 Mbps,4142 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,232 ms,53 Mbps,6816 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,237 ms,62 Mbps,7959 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,0 Mbps,86 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,197 ms,21 Mbps,2796 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,198 ms,15 Mbps,1923 kB/s
8.219.94.218,443,8.222.213.200,SG,Singapore,隧道,271 ms,26 Mbps,3435 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,249 ms,75 Mbps,9662 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,331 ms,0 Mbps,16 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,253 ms,54 Mbps,6929 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,328 ms,41 Mbps,5284 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,296 ms,0 Mbps,14 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,210 ms,0 Mbps,1 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,0 ms,0 Mbps,33 kB/s
