中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.218.41,US,Seattle,隧道,51 ms,480 Mbps,61542 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,428 Mbps,54784 kB/s
129.146.7.98,443,2a09:bac5:60e9:1846::26b:a0,US,Los Angeles,隧道,56 ms,63 Mbps,8170 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,348 Mbps,44544 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,573 Mbps,73420 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,31 Mbps,4086 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,23 ms,685 Mbps,87756 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,15 Mbps,2045 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,281 Mbps,36044 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,52 ms,436 Mbps,55910 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,353 Mbps,45260 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,203 Mbps,26009 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,188 Mbps,24166 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,8 Mbps,1135 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,336 Mbps,43008 kB/s
35.197.23.75,443,35.212.218.41,US,Seattle,隧道,49 ms,441 Mbps,56524 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5922 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,68 Mbps,8812 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,56 ms,470 Mbps,60211 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,138 ms,240 Mbps,30822 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,39 Mbps,5048 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,125 ms,41 Mbps,5306 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,107 ms,23 Mbps,2963 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,119 ms,35 Mbps,4599 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,172 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,120 ms,150 Mbps,19251 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,105 ms,41 Mbps,5333 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,160 Mbps,20582 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,144 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,240 Mbps,30720 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,132 ms,49 Mbps,6292 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,107 ms,0 Mbps,64 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,174 ms,109 Mbps,14028 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,232 ms,2 Mbps,343 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,199 ms,10 Mbps,1364 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,120 ms,8 Mbps,1136 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,202 ms,77 Mbps,9948 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,10 Mbps,1352 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,240 ms,85 Mbps,10956 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,217 ms,85 Mbps,10956 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,1 Mbps,220 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,226 ms,0 Mbps,84 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:129,KR,Seoul,隧道,229 ms,34 Mbps,4435 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,211 ms,3 Mbps,467 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,4 Mbps,612 kB/s
47.236.112.218,443,47.236.1.53,SG,Singapore,隧道,282 ms,40 Mbps,5187 kB/s
131.186.22.251,443,2602:ffe4:407:20da:0:51c5:f395:8c6f,SG,Singapore,隧道,272 ms,60 Mbps,7743 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,243 ms,0 Mbps,48 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,237 ms,25 Mbps,3246 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,228 ms,5 Mbps,677 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,212 ms,15 Mbps,1921 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,231 ms,11 Mbps,1487 kB/s
