中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.89.244.253,443,47.89.244.253,US,San Jose,中转,25 ms,9 Mbps,1234 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,328 Mbps,41984 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,21 ms,39 Mbps,5073 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,22 ms,688 Mbps,88166 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,46 ms,968 Mbps,123904 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,216 Mbps,27750 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,23 ms,444 Mbps,56934 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1544 Mbps,197632 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,46 ms,896 Mbps,114688 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,37 ms,928 Mbps,118784 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,81 ms,47 Mbps,6048 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,39 ms,896 Mbps,114688 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,146 ms,43 Mbps,5585 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,19 ms,63 Mbps,8185 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,66 ms,432 Mbps,55296 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,39 ms,56 Mbps,7190 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,1 ms,1424 Mbps,182272 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,671 Mbps,85913 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,86 ms,3 Mbps,455 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,130 ms,140 Mbps,17920 kB/s
141.147.165.93,443,141.147.165.93,JP,Tokyo,中转,159 ms,42 Mbps,5429 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,167 ms,124 Mbps,15872 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,133 ms,132 Mbps,16896 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,149 ms,156 Mbps,20070 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,83 ms,48 Mbps,6201 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,439 Mbps,56217 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,86 ms,333 Mbps,42700 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,120 Mbps,15360 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,176 ms,137 Mbps,17612 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,140 ms,53 Mbps,6849 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,161 ms,46 Mbps,6006 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,2 Mbps,380 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,139 Mbps,17817 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,146 Mbps,18739 kB/s
