中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,377 Mbps,48332 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,376 Mbps,48230 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,34 ms,1616 Mbps,206848 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,38 ms,731 Mbps,93593 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,23 ms,872 Mbps,111616 kB/s
47.88.93.96,443,47.251.149.49,US,San Jose,隧道,52 ms,7 Mbps,928 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,96 ms,1856 Mbps,237568 kB/s
132.226.31.178,443,2a09:bac5:60ef:183c::26a:63,US,Los Angeles,隧道,21 ms,27 Mbps,3524 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,12 ms,1400 Mbps,179200 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,51 ms,432 Mbps,55398 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,133 ms,105 Mbps,13516 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,13 ms,464 Mbps,59494 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,27 ms,904 Mbps,115712 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,652 Mbps,83558 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,72 ms,7 Mbps,957 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,49 ms,357 Mbps,45772 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,19 ms,65 Mbps,8366 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,197 Mbps,25292 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,52 ms,14 Mbps,1827 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,848 Mbps,108544 kB/s
141.144.199.182,443,98.98.166.58,US,Frankfurt,隧道,157 ms,88 Mbps,11366 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,69 ms,128 Mbps,16384 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,80 ms,1376 Mbps,176128 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,52 ms,48 Mbps,6255 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,102 Mbps,13107 kB/s
