中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,756 Mbps,96870 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,82 ms,336 Mbps,43008 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,6 Mbps,865 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,8 ms,904 Mbps,115712 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,38 Mbps,4889 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,0 Mbps,127 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,82 ms,383 Mbps,49049 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,297 Mbps,38092 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,427 Mbps,54681 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,229 Mbps,29388 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,205 Mbps,26316 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,310 Mbps,39731 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,47 Mbps,6105 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,74 ms,360 Mbps,46080 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,50 Mbps,6488 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,246 Mbps,31539 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,213 Mbps,27340 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,329 Mbps,42188 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,95 ms,194 Mbps,24883 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,45 Mbps,5865 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,211 Mbps,27033 kB/s
193.123.61.156,443,2a0b:21c0:1007:c9:0:d7e3:b3ed:3949,DE,Frankfurt,隧道,104 ms,244 Mbps,31334 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,68 ms,49 Mbps,6309 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,126 ms,31 Mbps,4071 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,241 Mbps,30924 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,45 Mbps,5811 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,74 ms,296 Mbps,37990 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,114 Mbps,14643 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,104 ms,5 Mbps,721 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,120 Mbps,15462 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,165 Mbps,21196 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,38 Mbps,4894 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,218 ms,10 Mbps,1384 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,188 ms,37 Mbps,4756 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,203 ms,83 Mbps,10649 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:17,KR,Seoul,隧道,225 ms,31 Mbps,4088 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,0 Mbps,42 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,240 ms,32 Mbps,4101 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,197 ms,85 Mbps,10956 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,251 ms,2 Mbps,276 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,203 ms,72 Mbps,9234 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,229 ms,36 Mbps,4616 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,225 ms,3 Mbps,425 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,224 ms,38 Mbps,4910 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,6 Mbps,895 kB/s
146.56.154.57,443,128.14.104.155,SG,Singapore,隧道,260 ms,50 Mbps,6406 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,254 ms,47 Mbps,6087 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,203 ms,30 Mbps,3905 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,219 ms,0 Mbps,12 kB/s
