中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,594 Mbps,76083 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,6 Mbps,821 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,7 Mbps,1017 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,200 Mbps,25600 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,73 ms,146 Mbps,18739 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,81 ms,244 Mbps,31334 kB/s
152.70.49.30,443,2a0b:21c0:1007:ca:0:8649:3235:83ae,DE,Frankfurt,隧道,160 ms,236 Mbps,30208 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,42 ms,595 Mbps,76185 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,27 ms,605 Mbps,77516 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,64 ms,8 Mbps,1110 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,241 Mbps,30924 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,73 ms,348 Mbps,44646 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,263 Mbps,33689 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,186 ms,384 Mbps,49254 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,294 Mbps,37683 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,60 ms,91 Mbps,11673 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,42 Mbps,5385 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,209 Mbps,26828 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,316 Mbps,40448 kB/s
193.123.187.171,443,2a0b:21c0:100a:1b1:0:7343:a723:975a,DE,Frankfurt,隧道,99 ms,109 Mbps,14028 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,195 ms,197 Mbps,25292 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,80 ms,52 Mbps,6758 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,71 ms,290 Mbps,37171 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,122 ms,44 Mbps,5700 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,101 ms,225 Mbps,28876 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,57 ms,43 Mbps,5543 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,73 ms,284 Mbps,36454 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d0:ba,US,San Jose,隧道,73 ms,186 Mbps,23859 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,37 Mbps,4798 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,140 ms,206 Mbps,26419 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,100 Mbps,12902 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,65 ms,29 Mbps,3817 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,183 ms,77 Mbps,9900 kB/s
193.123.179.216,443,2606:f240:f00:5a42:0:7cda:d7c:4f9f,US,Frankfurt,隧道,97 ms,128 Mbps,16486 kB/s
130.162.34.232,443,2606:f240:f00:83a7:0:ad:9af3:d96c,US,Frankfurt,隧道,101 ms,191 Mbps,24473 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,184 ms,39 Mbps,5052 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,149 ms,298 Mbps,38195 kB/s
129.159.15.184,443,2a0b:21c0:100a:1b4:0:67c9:d8f:9e8f,DE,Frankfurt,隧道,96 ms,122 Mbps,15667 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,234 Mbps,30003 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,119 ms,41 Mbps,5293 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,134 ms,46 Mbps,6001 kB/s
