中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ea:78::c:35e,US,Los Angeles,隧道,52 ms,77 Mbps,9871 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1088 Mbps,139264 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,57 ms,420 Mbps,53862 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,368 Mbps,47104 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,105 ms,203 Mbps,26009 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,61 ms,434 Mbps,55603 kB/s
141.144.197.221,443,2a0b:21c0:100a:1b1:0:2aa8:6a39:5650,DE,Frankfurt,隧道,104 ms,105 Mbps,13516 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,93 ms,532 Mbps,68096 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,55 ms,424 Mbps,54374 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,414 Mbps,53043 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,384 Mbps,49152 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,378 Mbps,48435 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,383 Mbps,49049 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,31 ms,392 Mbps,50278 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,53 ms,383 Mbps,49049 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,78 ms,604 Mbps,77414 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,30 ms,31 Mbps,4013 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,46 Mbps,5920 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,145 ms,405 Mbps,51916 kB/s
132.226.31.178,443,2a09:bac5:60ea:1173::1bd:108,US,Los Angeles,隧道,100 ms,43 Mbps,5534 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,200 Mbps,25600 kB/s
