中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,564 Mbps,72294 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,76 ms,664 Mbps,84992 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,278 Mbps,35635 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,27 ms,55 Mbps,7090 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,103 ms,45 Mbps,5764 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,363 Mbps,46489 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,33 ms,636 Mbps,81408 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,264 Mbps,33792 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,80 ms,3 Mbps,476 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,87 ms,260 Mbps,33280 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,308 Mbps,39526 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,64 ms,125 Mbps,16076 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,246 Mbps,31539 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,287 Mbps,36761 kB/s
35.230.79.26,443,34.168.20.69,US,Seattle,隧道,72 ms,329 Mbps,42188 kB/s
35.197.23.75,443,34.168.20.69,US,Seattle,隧道,140 ms,343 Mbps,43929 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,75 ms,326 Mbps,41779 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,181 Mbps,23244 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,186 ms,243 Mbps,31129 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,196 ms,137 Mbps,17612 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,140 ms,274 Mbps,35123 kB/s
192.9.158.188,443,2a09:bac5:6446:1246::1d2:77,US,San Jose,隧道,81 ms,179 Mbps,22937 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,96 ms,331 Mbps,42393 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,197 ms,49 Mbps,6332 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,97 ms,135 Mbps,17305 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,319 Mbps,40857 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,291 Mbps,37273 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,81 ms,88 Mbps,11366 kB/s
192.9.237.203,443,192.9.237.203,US,San Jose,中转,74 ms,43 Mbps,5604 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,75 ms,260 Mbps,33382 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,95 ms,46 Mbps,5951 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,83 ms,42 Mbps,5489 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,74 ms,276 Mbps,35430 kB/s
