中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,75 ms,389 Mbps,49868 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,284 Mbps,36454 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,320 Mbps,41062 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,252 Mbps,32256 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,548 Mbps,70246 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,435 Mbps,55705 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,65 ms,45 Mbps,5825 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,74 ms,341 Mbps,43724 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,8 ms,760 Mbps,97280 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,11 ms,69 Mbps,8920 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,216 Mbps,27750 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,52 Mbps,6715 kB/s
129.146.46.164,443,129.146.46.164,189 Mbps,24268 kB/s
130.61.23.77,443,130.61.23.77,152 Mbps,19558 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,225 Mbps,28876 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,271 Mbps,34713 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,94 ms,46 Mbps,5931 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,98 ms,46 Mbps,5964 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,40 Mbps,5241 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,106 ms,308 Mbps,39526 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,82 ms,289 Mbps,37068 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,224 Mbps,28774 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,218 Mbps,27955 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,69 ms,268 Mbps,34304 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,95 ms,42 Mbps,5402 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,80 ms,186 Mbps,23859 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,108 ms,44 Mbps,5732 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,41 Mbps,5311 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,46 Mbps,5913 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,113 Mbps,14540 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,93 ms,51 Mbps,6632 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,82 ms,412 Mbps,52736 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,79 ms,340 Mbps,43622 kB/s
