中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,55 ms,538 Mbps,68915 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,83 ms,340 Mbps,43520 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,517 Mbps,66252 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,277 Mbps,35532 kB/s
129.80.240.73,443,2604:980:1003:ed:0:bb94:5912:f402,US,Ashburn,隧道,17 ms,627 Mbps,80281 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,103 ms,228 Mbps,29184 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,64 ms,472 Mbps,60416 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,41 Mbps,5285 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,84 ms,479 Mbps,61337 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,18 ms,95 Mbps,12185 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,89 ms,40 Mbps,5234 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,88 ms,386 Mbps,49459 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,36 ms,38 Mbps,4882 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,61 Mbps,7856 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,122 ms,291 Mbps,37273 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,43 Mbps,5609 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,73 ms,304 Mbps,39014 kB/s
141.144.202.248,443,2a0b:21c0:1007:1c7:0:dee9:a42c:dcf7,DE,Frankfurt,隧道,92 ms,235 Mbps,30105 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,227 Mbps,29081 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,98 Mbps,12595 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,208 Mbps,26726 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,86 ms,385 Mbps,49356 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,50 ms,49 Mbps,6302 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,5 Mbps,656 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,109 ms,52 Mbps,6715 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,86 ms,17 Mbps,2272 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,113 ms,17 Mbps,2294 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,105 ms,300 Mbps,38502 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,113 ms,333 Mbps,42700 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,131 ms,165 Mbps,21196 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,228 ms,34 Mbps,4420 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,112 ms,281 Mbps,36044 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,30 ms,15 Mbps,2015 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,101 ms,177 Mbps,22732 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,130 Mbps,16691 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,124 ms,236 Mbps,30310 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,171 ms,24 Mbps,3122 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,207 Mbps,26521 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,113 ms,47 Mbps,6126 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,126 ms,258 Mbps,33075 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,87 ms,290 Mbps,37171 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,42 Mbps,5466 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,143 ms,148 Mbps,18944 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,112 ms,144 Mbps,18432 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,93 ms,400 Mbps,51302 kB/s
143.47.189.4,443,2606:f240:f00:2be4:0:9b01:eb8d:ac36,US,Frankfurt,隧道,112 ms,212 Mbps,27238 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,102 ms,79 Mbps,10137 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,196 ms,16 Mbps,2122 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,221 ms,66 Mbps,8506 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,152 ms,40 Mbps,5185 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,180 ms,39 Mbps,5111 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,213 ms,64 Mbps,8256 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,36 Mbps,4718 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,220 ms,78 Mbps,10035 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,249 ms,2 Mbps,288 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,216 ms,73 Mbps,9350 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,226 ms,0 Mbps,91 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::20b:8d,KR,Seoul,隧道,225 ms,33 Mbps,4274 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,195 ms,79 Mbps,10137 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,227 ms,36 Mbps,4622 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,259 ms,34 Mbps,4472 kB/s
