中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,668 Mbps,85504 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,76 ms,417 Mbps,53452 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,7 ms,100 Mbps,12800 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,70 ms,347 Mbps,44441 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,75 ms,60 Mbps,7750 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,30 ms,160 Mbps,20480 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,67 ms,318 Mbps,40755 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,563 Mbps,72089 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,45 ms,64 Mbps,8274 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,48 ms,504 Mbps,64512 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,284 Mbps,36454 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,23 ms,74 Mbps,9545 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,353 Mbps,45260 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,217 Mbps,27852 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,77 ms,400 Mbps,51200 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,264 Mbps,33894 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,94 ms,236 Mbps,30208 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,103 ms,41 Mbps,5308 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,91 ms,5 Mbps,694 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,75 ms,364 Mbps,46592 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,208 Mbps,26624 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,89 ms,393 Mbps,50380 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,90 ms,250 Mbps,32051 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,88 ms,260 Mbps,33382 kB/s
141.144.195.62,443,98.98.156.18,DE,Frankfurt,隧道,97 ms,218 Mbps,27955 kB/s
130.61.23.77,443,130.61.23.77,130 Mbps,16691 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,129 ms,143 Mbps,18329 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,110 ms,46 Mbps,5892 kB/s
141.147.106.36,443,98.98.166.170,US,Frankfurt,隧道,111 ms,165 Mbps,21196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,247 Mbps,31641 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,142 Mbps,18227 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,100 ms,12 Mbps,1599 kB/s
141.147.64.246,443,2a0b:21c0:1007:1ca:0:7d63:86d8:2626,DE,Frankfurt,隧道,111 ms,121 Mbps,15564 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,81 ms,347 Mbps,44441 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,79 ms,13 Mbps,1707 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,187 ms,77 Mbps,9898 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,São Paulo,隧道,128 ms,160 Mbps,20480 kB/s
8.219.182.241,443,8.222.220.238,SG,Singapore,隧道,253 ms,50 Mbps,6426 kB/s
143.47.234.31,443,2a0b:21c0:100a:1fa:0:fe95:c284:a086,DE,Frankfurt,隧道,109 ms,109 Mbps,14028 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,211 ms,100 Mbps,12902 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,208 ms,75 Mbps,9714 kB/s
8.219.249.43,443,47.245.84.175,SG,Singapore,隧道,261 ms,56 Mbps,7200 kB/s
130.162.225.64,443,2606:f240:f00:83a7:0:2d7d:c732:8a97,US,Frankfurt,隧道,101 ms,205 Mbps,26316 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,247 ms,2 Mbps,294 kB/s
8.219.197.186,443,47.245.125.52,SG,Singapore,隧道,252 ms,57 Mbps,7419 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,235 ms,89 Mbps,11468 kB/s
129.159.198.107,443,2606:f240:f00:a683:0:1328:358c:17a9,US,Frankfurt,隧道,116 ms,253 Mbps,32460 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,224 ms,78 Mbps,10035 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,124 ms,39 Mbps,5117 kB/s
8.219.63.115,443,47.236.58.234,SG,Singapore,隧道,242 ms,25 Mbps,3227 kB/s
141.148.220.141,443,2a09:bac5:3afe:1a46::29e:6e,IN,Mumbai,隧道,215 ms,30 Mbps,3935 kB/s
8.219.205.144,443,8.222.236.107,SG,Singapore,隧道,250 ms,57 Mbps,7392 kB/s
8.219.132.118,443,8.219.142.198,SG,Singapore,隧道,249 ms,58 Mbps,7492 kB/s
8.219.164.133,443,8.222.220.238,SG,Singapore,隧道,248 ms,58 Mbps,7503 kB/s
8.222.208.125,443,47.236.1.53,SG,Singapore,隧道,256 ms,32 Mbps,4188 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,191 ms,83 Mbps,10649 kB/s
8.219.209.113,443,8.222.236.107,SG,Singapore,隧道,257 ms,56 Mbps,7226 kB/s
141.147.79.216,443,2a0b:21c0:100a:1b1:0:b71f:dc3d:bc75,DE,Frankfurt,隧道,130 ms,104 Mbps,13312 kB/s
8.218.73.41,443,8.218.73.41,HK,Hong Kong,中转,247 ms,5 Mbps,673 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,227 ms,80 Mbps,10240 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,232 ms,39 Mbps,5015 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,236 ms,34 Mbps,4420 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,253 ms,34 Mbps,4367 kB/s
8.219.173.114,443,8.219.96.61,SG,Singapore,隧道,260 ms,57 Mbps,7383 kB/s
8.219.67.67,443,8.222.210.246,SG,Singapore,隧道,255 ms,59 Mbps,7578 kB/s
8.219.179.141,443,47.236.58.234,SG,Singapore,隧道,276 ms,49 Mbps,6300 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,264 ms,5 Mbps,767 kB/s
168.138.165.174,443,168.138.165.174,SG,,中转,248 ms,29 Mbps,3824 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,276 ms,14 Mbps,1819 kB/s
