中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,688 Mbps,88064 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,43 ms,769 Mbps,98508 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,21 ms,1000 Mbps,128000 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,30 ms,976 Mbps,124928 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,461 Mbps,59084 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,33 ms,636 Mbps,81510 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,20 ms,68 Mbps,8824 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,9 ms,480 Mbps,61440 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,390 Mbps,49971 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,208 Mbps,26726 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,114 ms,164 Mbps,21094 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,77 ms,136 Mbps,17408 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,2 ms,299 Mbps,38297 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,24 ms,47 Mbps,6103 kB/s
129.146.16.219,443,129.146.16.219,US,Seattle,中转,33 ms,57 Mbps,7402 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,96 ms,3 Mbps,426 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,104 Mbps,13414 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,154 ms,44 Mbps,5656 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,136 Mbps,17510 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,164 ms,103 Mbps,13209 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,90 ms,38 Mbps,4964 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,76 ms,440 Mbps,56320 kB/s
146.56.129.186,443,146.56.129.186,KR,Seoul,中转,140 ms,124 Mbps,15872 kB/s
47.90.141.204,443,91.149.239.252,US,San Jose,隧道,73 ms,29 Mbps,3823 kB/s
152.70.49.31,443,2a0b:21c0:1007:1ca:0:e3c7:1c2e:126b,DE,Frankfurt,隧道,169 ms,123 Mbps,15769 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,165 ms,127 Mbps,16281 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,159 ms,164 Mbps,21094 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,185 ms,3 Mbps,400 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,157 ms,42 Mbps,5441 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,185 ms,0 Mbps,49 kB/s
158.101.206.101,443,2a0b:21c0:100a:1b3:0:a68:b70c:651c,DE,Frankfurt,隧道,167 ms,100 Mbps,12800 kB/s
152.70.155.147,443,152.70.155.147,US,Seattle,中转,57 ms,259 Mbps,33177 kB/s
158.101.220.192,443,2a0b:21c0:100a:1b3:0:6eca:3026:7ea1,DE,Frankfurt,隧道,166 ms,108 Mbps,13824 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,21 Mbps,2746 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,175 ms,112 Mbps,14336 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,144 ms,131 Mbps,16793 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,176 ms,40 Mbps,5155 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,198 ms,97 Mbps,12492 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,153 ms,66 Mbps,8456 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,150 ms,40 Mbps,5144 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,173 ms,46 Mbps,5973 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,0 Mbps,124 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,174 ms,3 Mbps,439 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,164 ms,14 Mbps,1902 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,208 ms,42 Mbps,5487 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,146 ms,18 Mbps,2392 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,169 ms,44 Mbps,5691 kB/s
130.162.144.191,443,2a09:bac1:3f00::299:33,KR,Seoul,隧道,152 ms,40 Mbps,5145 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,152 ms,146 Mbps,18739 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,190 ms,137 Mbps,17612 kB/s
8.212.48.236,443,47.76.21.114,HK,Hong Kong,隧道,245 ms,55 Mbps,7157 kB/s
143.47.176.161,443,2a0b:21c0:1007:1c8:0:c807:578:8d86,DE,Frankfurt,隧道,175 ms,101 Mbps,13004 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,162 ms,0 Mbps,112 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,194 ms,88 Mbps,11366 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,41 Mbps,5285 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,134 ms,123 Mbps,15769 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,158 ms,133 Mbps,17100 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,164 ms,46 Mbps,5984 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,167 ms,47 Mbps,6028 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,169 ms,44 Mbps,5721 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,199 ms,42 Mbps,5424 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,202 ms,88 Mbps,11366 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,171 ms,12 Mbps,1582 kB/s
158.101.130.149,443,2602:ffe4:407:20da:0:32f1:dc6b:284d,SG,Singapore,隧道,188 ms,95 Mbps,12185 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,169 ms,44 Mbps,5661 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,195 ms,58 Mbps,7497 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,297 ms,24 Mbps,3132 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,243 ms,67 Mbps,8668 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,244 ms,28 Mbps,3609 kB/s
8.219.118.97,443,47.245.125.52,SG,Singapore,隧道,294 ms,44 Mbps,5636 kB/s
8.219.96.98,443,8.222.213.200,SG,Singapore,隧道,289 ms,48 Mbps,6174 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,291 ms,0 Mbps,18 kB/s
8.219.170.109,443,47.84.40.188,SG,Singapore,隧道,268 ms,12 Mbps,1546 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,265 ms,69 Mbps,8870 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,294 ms,23 Mbps,2964 kB/s
8.219.192.155,443,47.84.40.188,SG,Singapore,隧道,301 ms,18 Mbps,2331 kB/s
47.57.14.118,443,47.254.16.242,US,San Jose,隧道,246 ms,0 Mbps,20 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,315 ms,0 Mbps,40 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,259 ms,2 Mbps,271 kB/s
