中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,687 Mbps,87961 kB/s
129.146.46.164,443,129.146.46.164,US,334 Mbps,42803 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,366 Mbps,46899 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,46 ms,2152 Mbps,275456 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,25 ms,912 Mbps,116736 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,25 ms,62 Mbps,7979 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,334 Mbps,42803 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,25 ms,679 Mbps,86937 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,31 ms,466 Mbps,59699 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,21 ms,928 Mbps,118784 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,39 ms,896 Mbps,114688 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,113 ms,106 Mbps,13619 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,81 ms,4 Mbps,572 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,140 Mbps,18022 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:5b,US,San Jose,隧道,12 ms,216 Mbps,27750 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,320 Mbps,41062 kB/s
130.61.23.77,443,130.61.23.77,DE,100 Mbps,12902 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,113 Mbps,14540 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,176 Mbps,22630 kB/s
129.146.7.98,443,2a09:bac5:60ec:1173::1bd:ea,,colo.txt:Los Angeles,隧道,0 ms,97 Mbps,12492 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,135 ms,77 Mbps,9932 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,86 ms,44 Mbps,5681 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,149 ms,44 Mbps,5640 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,130 ms,148 Mbps,18944 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,140 ms,18 Mbps,2392 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,54 ms,2 Mbps,327 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,150 ms,40 Mbps,5149 kB/s
8.219.69.119,443,8.222.222.65,SG,Singapore,隧道,171 ms,60 Mbps,7774 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,129 ms,42 Mbps,5496 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,69 ms,380 Mbps,48640 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,66 ms,48 Mbps,6231 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,154 ms,108 Mbps,13824 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,130 ms,37 Mbps,4737 kB/s
130.162.144.191,443,2a09:bac1:3f60:90::20b:3f,KR,Seoul,隧道,133 ms,34 Mbps,4429 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,129 ms,125 Mbps,16076 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,102 Mbps,13107 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,150 ms,102 Mbps,13107 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,177 ms,104 Mbps,13414 kB/s
8.222.215.131,443,8.222.210.246,SG,Singapore,隧道,170 ms,81 Mbps,10444 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,151 ms,2 Mbps,347 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,69 ms,241 Mbps,30924 kB/s
8.219.202.219,443,47.245.84.175,SG,Singapore,隧道,170 ms,100 Mbps,12800 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,247 ms,3 Mbps,438 kB/s
8.222.203.242,443,47.245.125.52,SG,Singapore,隧道,170 ms,52 Mbps,6697 kB/s
193.123.38.126,443,2a0b:21c0:1007:1c9:0:284:d363:c9a1,DE,Frankfurt,隧道,157 ms,116 Mbps,14848 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,129 ms,140 Mbps,18022 kB/s
8.219.76.249,443,8.219.96.61,SG,Singapore,隧道,208 ms,96 Mbps,12390 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,149 ms,9 Mbps,1270 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,150 ms,113 Mbps,14540 kB/s
141.144.194.57,443,2606:f240:f00:2be4:0:db58:ea05:f821,US,Frankfurt,隧道,157 ms,100 Mbps,12800 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,159 ms,106 Mbps,13619 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,132 ms,131 Mbps,16793 kB/s
150.230.215.33,443,2602:ffe4:407:21d9:0:8767:ffc8:9aec,SG,Singapore,隧道,183 ms,83 Mbps,10649 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,172 ms,90 Mbps,11571 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,107 Mbps,13721 kB/s
8.222.141.216,443,8.219.96.61,SG,Singapore,隧道,170 ms,61 Mbps,7859 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,149 ms,101 Mbps,13004 kB/s
138.2.4.192,443,2602:ffe4:407:21d9:0:427a:515c:3924,SG,Singapore,隧道,177 ms,86 Mbps,11059 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,39 Mbps,5010 kB/s
8.222.183.141,443,8.222.220.238,SG,Singapore,隧道,174 ms,45 Mbps,5786 kB/s
8.219.171.149,443,8.222.222.65,SG,Singapore,隧道,170 ms,105 Mbps,13516 kB/s
47.245.91.168,443,8.222.210.246,SG,Singapore,隧道,170 ms,104 Mbps,13312 kB/s
138.3.249.67,443,2a0b:21c0:100a:1b1:0:3fd2:939e:acee,DE,Frankfurt,隧道,159 ms,116 Mbps,14848 kB/s
138.2.176.252,443,2a0b:21c0:100a:1b5:0:8891:16c4:e346,DE,Frankfurt,隧道,159 ms,88 Mbps,11366 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,217 ms,141 Mbps,18124 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,38 Mbps,4944 kB/s
141.144.203.197,443,2a0b:21c0:1007:1c7:0:f896:7a81:2719,DE,Frankfurt,隧道,157 ms,115 Mbps,14745 kB/s
8.219.49.204,443,47.245.125.52,SG,Singapore,隧道,170 ms,59 Mbps,7664 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,151 ms,42 Mbps,5407 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,212 ms,116 Mbps,14848 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,158 ms,43 Mbps,5519 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,197 ms,110 Mbps,14131 kB/s
8.222.147.176,443,47.236.1.53,SG,Singapore,隧道,174 ms,95 Mbps,12185 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,159 ms,102 Mbps,13107 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,181 ms,45 Mbps,5855 kB/s
152.70.251.158,443,2602:ffe4:407:20da:0:2470:20fb:69cc,SG,Singapore,隧道,208 ms,69 Mbps,8844 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,40 Mbps,5156 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,150 ms,109 Mbps,14028 kB/s
8.219.55.179,443,47.236.58.234,SG,Singapore,隧道,174 ms,84 Mbps,10752 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,141 ms,65 Mbps,8335 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,161 ms,3 Mbps,463 kB/s
193.123.61.169,443,2a0b:21c0:100a:1f9:0:1551:7e72:9638,DE,Frankfurt,隧道,226 ms,98 Mbps,12595 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,168 ms,30 Mbps,3913 kB/s
8.219.205.150,443,8.222.236.107,SG,Singapore,隧道,174 ms,87 Mbps,11161 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,174 ms,2 Mbps,305 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,172 ms,0 Mbps,119 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,220 ms,76 Mbps,9729 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,253 ms,42 Mbps,5435 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,174 ms,0 Mbps,19 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,165 ms,35 Mbps,4567 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,142 ms,126 Mbps,16179 kB/s
